audio_stop_number,object_id,title,media_url,in_gallery_version,stop_type
597,,"Linguist's staff, Asante",p597.mp3,1,quick
598,95062,"Bird Mask, Cameroon",p598.mp3,1,quick
599,,"Statue-Female, Vili",p599.mp3,1,quick
600,33878,"Spiro, Falcon Earspool, Spiro",p600.mp3,1,quick
603,33879,"Sun Earspool",p603.mp3,1,quick
604,4242,"Spiro, Sun Gorget",p604.mp3,1,quick
607,8673,"Hand/Eye Gorget, Spiro",p607.mp3,1,quick
608,,"Native American Church-general intro",p608.mp3,1,quick
610,756,"Mexico, House Group",p610.mp3,1,quick
613,5871,"Belindo, Feathered Fan",p613.mp3,1,quick
614,192,"Ceremonial Object Container",p614.mp3,1,quick
617,13612,"Silver: WaterBirds, Navajo",p617.mp3,1,quick
617,,"Silver: WaterBirds, Navajo",p617.mp3,1,quick
620,1677,"Pencz, Portrait of a Girl",p620.mp3,1,quick
621,1671,"Master of the Brunswick Dyptich, Presentation in the Temple",p621.mp3,1,quick
622,1735,"Gaulli, Diana the Huntress",p622.mp3,1,quick
623,1543,"Rosa, Saint Humphrey",p623.mp3,1,quick
624,1275,"da Conegliano, Madonna and Child",p624.mp3,1,quick
625,282,"Bourdon, Moses and the Daughters of Jethro",p625.mp3,1,quick
626,608,"Mesoamerican Ball games yoke",p626.mp3,1,quick
628,761,"Rattle in the Shape of a Ball Player, Vera Cruz",p628.mp3,1,quick
629,,"Definition of Mannerism",p629.mp3,1,quick
630,,"Prints & Drawings General Panel",p630.mp3,1,quick
632,33590,"Moreland, Coast Scene with Fisher Folk",p632.mp3,1,quick
633,1487,"Masucci, The Annunciation",p633.mp3,1,quick
634,45954,"Jade Celt, Costa Rica",p634.mp3,1,quick
635,60740,"Effigy Vessel of Jaugar and Bird, Peru",p635.mp3,1,quick
636,3914,"Olla Bowl, Hopi",p636.mp3,1,quick
637,4236,"Hopi Pot",p637.mp3,1,quick
637,4236,"Hopi Pot",p637.mp3,1,quick
638,3534,"Martinez, Bowl",p638.mp3,1,quick
639,,"Morse, Our Homes Ourselves",p639.mp3,1,quick
640,5102,"Yellow, Minnesota Nice Cyokepelo-They Say Minnesota Nice",p640.mp3,1,quick
641,4474,"Smith, Sources of Strength",p641.mp3,1,quick
642,4244,"Penn, Night Shield",p642.mp3,1,quick
643,183,"Blackowl, Prayer for the Mother",p643.mp3,1,quick
644,,"Hardisty, Porcupine Quill decorated mocassins",p644.mp3,1,quick
645,81169,"Portrait of the Empress Faustina Miner",p645.mp3,1,quick
646,81171,"Portrait Head of a Man",p646.mp3,1,quick
647,,"Fragment from a Tomb with a Portrait head of a Woman",p647.mp3,1,quick
648,,"Cupid with a Hydria",p648.mp3,1,quick
649,,"Seated Silenus",p649.mp3,1,quick
650,,"Crouching Satry",p650.mp3,1,quick
651,,"Funerary Relief",p651.mp3,1,quick
652,81223,"Portrait Head of Emperor Augustus",p652.mp3,1,quick
653,81170,"Portrait Head of a Man",p653.mp3,1,quick
654,545,"Monticelli, Garden Party",p654.mp3,1,quick
655,40424,"E.A. Taylor , Display Cabinet",p655.mp3,1,quick
656,61831,"Gerrit Rietveld , Sideboard",p656.mp3,1,quick
657,6782,"Kem Weber, Bedside Table",p657.mp3,1,quick
658,,"West, Drummond Family",p658.mp3,1,quick
659,3296,"Joseph Wright of Derby, A Cottage on Fire",p659.mp3,1,quick
660,5996,"Reynolds, Lady Anne Campbell",p660.mp3,1,quick
661,1733,"Vouet,  Angels with Attributes of the Passion",p661.mp3,1,quick
662,5670,"Miller, Young Boy",p662.mp3,1,quick
663,5573,"Peck, Portrait of Harriet Brown",p663.mp3,1,quick
665,63379,"Gentileschi, Self Portrait as a Lute Player",p665.mp3,1,quick
667,6265,"Carracci, Portrait of a Woman as Judith with the Head of Holerfernes",p667.mp3,1,quick
668,15682,"Daddi, Triptych",p668.mp3,1,quick
669,5912,"Guillaumet, Arab Encampment",p669.mp3,1,quick
670,1681,"Ghirlandaio, Portrait of a Lady",p670.mp3,1,quick
671,1736,"Van Cleve, Madonna and Child",p671.mp3,1,quick
672,1400,"Bloemaert, Shepherd Boy sees Tobias and Angel",p672.mp3,1,quick
673,589,"Bril, Landscape",p673.mp3,1,quick
674,1372,"Bureghel, the elder, Landscape with Peasants",p674.mp3,1,quick
675,1575,"Both, Landscape",p675.mp3,1,quick
676,3280,"Storck, Four Days' Battle",p676.mp3,1,quick
677,3540,"Dou, Hermit Praying",p677.mp3,1,quick
678,731,"Cuyp, Portrait of a Lady",p678.mp3,1,quick
679,3148,"van de Velde, Landscape with a Courtly Procession",p679.mp3,1,quick
679,3148,"van de Velde, Landscape with a Courtly Procession",p679.mp3,1,quick
680,,"Platzer, Pleasures of the Seasons: overview",p680.mp3,1,quick
683,,"Folk Art",p683.mp3,1,quick
684,,"Pipe Bowl",p684.mp3,1,quick
685,537,"van Der Helst, Portrait of a Burgomaster, Jacobus Trip",p685.mp3,1,quick
686,730,"Van Ruisdael, River Landscape with Ferry",p686.mp3,1,quick
687,1466,"Roos, Roman Landscape",p687.mp3,1,quick
688,2487,"Largilliere, Portrait of Mme Coustard",p688.mp3,1,quick
689,3059,"Murillo, Penitent Magdalene",p689.mp3,1,quick
690,3076,"De Hooch, The Asparagus Seller",p690.mp3,1,quick
691,3729,"Van Ruisdael, Castle and Watermill",p691.mp3,1,quick
692,3221,"Van Goyen, River Landscape with Pellecussen Gate",p692.mp3,1,quick
693,3115,"Backhuysen, Fishing Vessel Offshore in Heavy Sea",p693.mp3,1,quick
694,,"Kast  (cupboard)",p694.mp3,1,quick
696,,"2 blue and white vases",p696.mp3,1,quick
697,8428,"Ilonka Karasz, Desk",p697.mp3,1,quick
698,1488,"de Mura, Self-Portrait",p698.mp3,1,quick
699,1646,"Loth, Diogenes",p699.mp3,1,quick
700,83458,"Charles Bird King, Waa-Pa-Shaw",p700.mp3,1,quick
704,1957,"La Fargue, Two Gardens in the Hague",p704.mp3,1,quick
707,1463,"Batoni, Benedict XIV presenting ""Ex Omnious""",p707.mp3,1,quick
708,72,"Tiepolo, Head of a Philosopher",p708.mp3,1,quick
732,1782,"Solimena, Madonna of the Martyrs",p732.mp3,1,quick
733,1849,"Ghezzi, Return of the Prodigal Son",p733.mp3,1,quick
734,78,"Moroni, Portrait of an Ecclesiastic",p734.mp3,1,quick
735,,"Pair of Escrutcheons bearing the Borghese Coat-of-arms",p735.mp3,1,quick
736,1617,"Arms of Pope Paul III",p736.mp3,1,quick
737,6239,"Rousseau, Lake Geneva",p737.mp3,1,quick
738,1637,"Millet, Church at Chailly",p738.mp3,1,quick
739,1816,"Diaz, Wet Pasture",p739.mp3,1,quick
742,1240,"Pierre Bonnard, Dining Room in the Country",p742.mp3,1,quick
745,,"Jean-Léon Gérôme, The Carpet Merchant",p745.mp3,1,quick
746,1241,"Daumier, The Fugitives-Painting",p746.mp3,1,quick
746,1310,"Daumier, The Fugitives-Bronze Relief",p746.mp3,1,quick
747,,"Walker Evans",p747.mp3,1,quick
748,1665,"Giaquinto, Trinity with Souls in Purgatory",p748.mp3,1,quick
749,3584,"Mignon, Still Life with fruit, foliage and insects",p749.mp3,1,quick
751,58166,"Handy, Cover",p751.mp3,1,quick
752,1704,"Stella, Tahkt-I-Sulayman Variation II",p752.mp3,1,quick
753,13074,"Stella, Gattenon",p753.mp3,1,quick
754,65023,"Sorman, Besides as Before",p754.mp3,1,quick
755,2749,"Lanyon, Landscape with Cross",p755.mp3,1,quick
756,3220,"Marini, Horse and Rider",p756.mp3,1,quick
757,1354,"Guston, Bronze",p757.mp3,1,quick
758,4394,"Guston, Prospects",p758.mp3,1,quick
759,83505,"Sheeler, Conversation with Sky and Earth",p759.mp3,1,quick
761,2900,"Tiffany,  Presentation tray",p761.mp3,1,quick
762,83506,"Lewandowski, Circuit Breakers",p762.mp3,1,quick
763,61478,"Nicholson, Project",p763.mp3,1,quick
764,1595,"Mondrian, Composition with Red, Yellow and Blue",p764.mp3,1,quick
766,83620,"Stanley, Standing Deco Nude",p766.mp3,1,quick
767,,"Matisse, Still Life with Pascal's Pensees",p767.mp3,1,quick
768,1887,"Matisse, Madeleine (bronze)",p768.mp3,1,quick
770,62046,"Breuer and Mobel, Wassily Armchair",p770.mp3,1,quick
771,4841,"Indian writing desk on a stand",p771.mp3,1,quick
772,8031,"Cabbage Tureen (Strasbourg)",p772.mp3,1,quick
773,3906,"Fontana, Basin with Apollo and Muses",p773.mp3,1,quick
775,,"Roman mirror",p775.mp3,1,quick
776,329,"Southwark Chest",p776.mp3,1,quick
777,3527,"Foggini, Jewelry box",p777.mp3,1,quick
778,8566,"Schrank",p778.mp3,1,quick
779,3545,"Miniature Frame",p779.mp3,1,quick
788,1423,"Picasso, Woman by the Sea",p788.mp3,1,quick
789,1556,"Klee, Hardy Plants",p789.mp3,1,quick
790,1513,"Gorky, Composition",p790.mp3,1,quick
792,,"Abstract Expressionism NY School Description",p792.mp3,1,quick
794,1378,"Terbrugghen, The Gamblers",p794.mp3,1,quick
804,1280,"Tiber Muse",p804.mp3,1,quick
805,,"Elephant Attacking a Large Cat mosaic",p805.mp3,1,quick
806,,"Roman Glass Case",p806.mp3,1,quick
807,3217,"Red Figure Volute Krater",p807.mp3,1,quick
808,6028,"Egyptian Portrait of Pharaoh Amenhotep III",p808.mp3,1,quick
809,100,"Model Boat",p809.mp3,1,quick
810,,"Water - Land Buddhist Paintings",p810.mp3,1,quick
811,31163,"Imperial Garniture Set",p811.mp3,1,quick
812,,"Pair of Camels and Driver",p812.mp3,1,quick
813,,"Pair of Gold T'ang Flying Dragons",p813.mp3,1,quick
814,16602,"Dragon Robe",p814.mp3,1,quick
814,16830,"Dragon Robe",p814.mp3,1,quick
815,609,"Taoist Robes",p815.mp3,1,quick
815,16945,"Taoist Robes",p815.mp3,1,quick
815,16950,"Taoist Robes",p815.mp3,1,quick
816,,"Imperial Portrait of Prince Duo-lo",p816.mp3,1,quick
817,1533,"Madonna and Child",p817.mp3,1,quick
818,1367,"Algardi, Pope Liberius Baptizing the Neophytes",p818.mp3,1,quick
819,12144,"Romanesque Madonna and Child",p819.mp3,1,quick
820,11957,"Anointing the Body of Christ",p820.mp3,1,quick
821,40128,"Elephant stool",p821.mp3,1,quick
822,,"Bradstreet, Wm. Prindle House",p822.mp3,1,quick
823,,"Lele cup",p823.mp3,1,quick
824,5896,"Yombe mask",p824.mp3,1,quick
825,2753,"Sommer, Center table",p825.mp3,1,quick
826,8156,"Eston, Standing salt",p826.mp3,1,quick
827,1238,"Ruel, Agate drinking cup",p827.mp3,1,quick
828,6030,"Burges, Card Table",p828.mp3,1,quick
829,,"Caron, Tea Service",p829.mp3,1,quick
830,,"Posset Pot",p830.mp3,1,quick
831,8946,"Puzzle Jug",p831.mp3,1,quick
832,8948,"Barber's Bowl",p832.mp3,1,quick
833,8949,"Pair of Shoes",p833.mp3,1,quick
839,,"Oscar Bach, Doors",p839.mp3,1,quick
840,2144,"Grasse, Icarus Making Trial of his Wings",p840.mp3,1,quick
841,2034,"Pajou, Psyche Abandoned",p841.mp3,1,quick
842,4505,"Carrier-Belleuse, Leda and the Swan",p842.mp3,1,quick
843,4696,"Carpeaux, Flora Kneeling",p843.mp3,1,quick
844,,"Carrier-Belleuse, Pair of Torcheres",p844.mp3,1,quick
845,1727,"Portrait of Mlle. Lange as Danaé",p845.mp3,1,quick
846,2622,"Italian Skeleton Funeral Torch",p846.mp3,1,quick
847,,"Delftware Definition",p847.mp3,1,quick
849,,"Palmer, Morning and Evening Star",p849.mp3,1,quick
855,,"Marsy and Flamen, Boreas Abuducting Orithyia",p855.mp3,1,quick
856,,"Box for toilet articles",p856.mp3,1,quick
857,3685,"Portuguese Desk and Chair",p857.mp3,1,quick
858,3737,"La Farge, Arabesque Window",p858.mp3,1,quick
859,111,"Wedding chest (Cassone)",p859.mp3,1,quick
861,54,"Kneeling Saint",p861.mp3,1,quick
863,1693,"Ptolemaic Ruler in the Guise of Hercules",p863.mp3,1,quick
864,1751,"Silver Venus",p864.mp3,1,quick
865,,"Cinerary Urn",p865.mp3,1,quick
866,293,"Crouching Lion",p866.mp3,1,quick
867,,"Gorgon-fragment of a sarcophogus",p867.mp3,1,quick
868,3520,"Doryphoros",p868.mp3,1,quick
869,9675,"Oddfellows objects",p869.mp3,1,quick
871,5057,"Fecundity Dish",p871.mp3,1,quick
872,3736,"Chelsea Factory, Vase",p872.mp3,1,quick
873,8362,"Sevres, Pair of Covered Vases",p873.mp3,1,quick
874,32465,"Kvalen, Norwegian Chest",p874.mp3,1,quick
875,1506,"Tiffany, Pair of Candelabra",p875.mp3,1,quick
876,91591,"Beaded Man - 3 works",p876.mp3,1,quick
876,89655,"Beaded Man - 3 works",p876.mp3,1,quick
876,90966,"Beaded Man - 3 works",p876.mp3,1,quick
877,3734,"Reymond, Triptych with Madonna and Child, Saints and Prophets",p877.mp3,1,quick
878,522,"Portrait of Luca Salvioni",p878.mp3,1,quick
881,1554,"O'Keeffe, Pedernal - From the Ranch #1",p881.mp3,1,quick
882,,"P. Reymond, Covered Tazza",p882.mp3,1,quick
882,18426,"Calendar Plate",p882.mp3,1,quick
883,1219,"de la Fresnaye, Married Life",p883.mp3,1,quick
884,45640,"Corinthian Helmet",p884.mp3,1,quick
886,351,"Cypriot Votary Figure",p886.mp3,1,quick
887,1337,"Besieged Fortress Relief from Nimrud",p887.mp3,1,quick
888,1346,"Egyptian Striding Male Figure",p888.mp3,1,quick
889,,"Fayoum Masks-Young Woman and Bearded Man",p889.mp3,1,quick
890,,"Case of Bronze Egyptian god Figures",p890.mp3,1,quick
891,66611,"Villon, Puteaux: Smoke and Trees in Bloom",p891.mp3,1,quick
892,1502,"Modigliani, Head of a Woman (sculpture)",p892.mp3,1,quick
893,1356,"Barlach, The Avenger (sculpture)",p893.mp3,1,quick
895,,"Gabo, Constructed Head No. 2 (sculpture)",p895.mp3,1,quick
896,99101,"Gris, Still Life",p896.mp3,1,quick
897,1941,"de Chirico, The Scholar's Playthings",p897.mp3,1,quick
898,1852,"Gleizes, The Village",p898.mp3,1,quick
900,1888,"Matisse, Large Seated Nude (sculpture)",p900.mp3,1,quick
939,1503,"Miro, Spanish Playing Cards",p939.mp3,1,quick
951,1425,"Feininger, Grosse-Kromsdorf I",p951.mp3,1,quick
952,1325,"Soutine, Carcass of Beef",p952.mp3,1,quick
953,6361,"Dove, Dancing Tree",p953.mp3,1,quick
954,4979,"Nadelman, Standing Figure",p954.mp3,1,quick
956,,"Henri Cartier-Bresson",p956.mp3,1,quick
958,2040,"Boldini, Portrait of Ruggiero Leoncavallo",p958.mp3,1,quick
959,,"Mississippi Valley collection",p959.mp3,1,quick
961,,"Kirchner - general",p961.mp3,1,quick
962,,"Wet Plate Photo Process",p962.mp3,1,quick
963,,"Lost Wax Technique Panel",p963.mp3,1,quick
964,,"Fauvism Definition",p964.mp3,1,quick
967,,"Beaded Sole Moccasin",p967.mp3,1,quick
968,12776,"Giacometti, Diego",p968.mp3,1,quick
970,4694,"Biederman, Relief",p970.mp3,1,quick
280341,,"Art of Tea Ceremony",p280341.mp3,1,quick
926,,"Ernest Whiteman, Untitled",p926.mp3,1,family
931,1629,"Bertel Thorvaldsen, Ganymede and the Eagle",p931.mp3,1,family
935,53,"Gustave Courbet, Deer in the Forest",p935.mp3,1,family
905,12134,"Zen Rock Garden",p905.mp3,1,family
905,12134,"Zen Rock Garden",p905.mp3,1,family
941,1240,"Pierre Bonnard, Dining Room in the Country",p941.mp3,1,family
195,1097,"Ewer, Persia",p195.mp3,1,family
901,4530,"Garamut (slit drum)",p901.mp3,1,family
902,4457,"Yamantaka Sand Mandala",p902.mp3,1,family
903,4343,"Pillow",p903.mp3,1,family
904,,"Moghul Jades Panel (2 labels)",p904.mp3,1,family
906,5623,"Prancing Horse (2 labels)",p906.mp3,1,family
907,4793,"Funerary Model of a Pig Sty",p907.mp3,1,family
908,5473,"Ritual Bell  (2 labels)",p908.mp3,1,family
909,,"Wedding Procession",p909.mp3,1,family
910,5180,"Kayagum (zither)",p910.mp3,1,family
911,5898,"Dragon Jar",p911.mp3,1,family
911,2814,"Dragon Jar",p911.mp3,1,family
912,397,"Ni-o (Pair of Temple Guardians)  (2 labels )",p912.mp3,1,family
913,3152,"Horse",p913.mp3,1,family
914,97,"Lady Teshat",p914.mp3,1,family
915,1230,"False Door",p915.mp3,1,family
916,,"Goldweights Panel",p916.mp3,1,family
917,1358,"Benin, Leopard Aquamanile",p917.mp3,1,family
918,4866,"Ife City, Shrine Head",p918.mp3,1,family
919,2275,"Yoruba, Beaded Crown",p919.mp3,1,family
920,4684,"Bamilek, Elephant Mask",p920.mp3,1,family
921,,"African Weapons Panel",p921.mp3,1,family
922,1322,"Black-figure Hydria",p922.mp3,1,family
923,4553,"Hunt, Transformation Mask",p923.mp3,1,family
924,5299,"Haida, Totem Pole",p924.mp3,1,family
925,3590,"Full-Mouth Buffalo (Humped Wolf)",p925.mp3,1,family
927,4797,"Embroidered Box",p927.mp3,1,family
928,3764,"Jean-Antoine Lepine, Astronomical mantel clock",p928.mp3,1,family
929,,"George Jacob, Duchesse d'Enfant Brisee",p929.mp3,1,family
930,,"Children's Tea Sets",p930.mp3,1,family
932,4239,"François-Joseph Navez, Portrait of the Gaspard Moeremans Family",p932.mp3,1,family
933,1738,"Sir John Everett Millais, Peace Concluded, 1856",p933.mp3,1,family
934,,"Raffaelo Monti, Veiled Lady",p934.mp3,1,family
936,4196,"Harry Jackson, Stampede",p936.mp3,1,family
937,,"Wenzel Friedrich, Platform rocking chair and stool",p937.mp3,1,family
938,2490,"Holm, Tornado over St. Paul",p938.mp3,1,family
940,,"Berthe Morisot, The Artist's Daughter, Julie, with Her Nanny",p940.mp3,1,family
942,1407,"Andre Dérain, The Bagpiper at Camiers",p942.mp3,1,family
943,1800,"James Ensor, The Intrigue",p943.mp3,1,family
944,5033,"Salvador Dali, Aphrodisiac Telephone",p944.mp3,1,family
945,1278,"Picasso, Baboon and Young",p945.mp3,1,family
946,1670,"Reneé Magritte, The Promenades of Euclid",p946.mp3,1,family
946,2241,"Yves Tanguy, Through Birds, Through Fire but Not Through Glass",p946.mp3,1,family
947,2725,"O'Keeffe, City Night",p947.mp3,1,family
948,1330,"Grace Hartigan, Billboard",p948.mp3,1,family
949,2606,"Lichtenstein, Vicki",p949.mp3,1,family
950,1721,"Chuck Close, Frank",p950.mp3,1,family
880,,"20th C Textiles Panel - Jack Lenor Larsen",p880.mp3,1,extended
207,4042,"Tevau, (feather currency)",p207.mp3,1,extended
208,177,"Tahiti, Turtle",p208.mp3,1,extended
216,,"Scholar's Study",p216.mp3,1,extended
225,4324,"Jade Mountain  (2 labels)",p225.mp3,1,extended
243,,"Landscape of the Four Seasons Screen",p243.mp3,1,extended
244,1602,"White Herons in Plum and Willow screen",p244.mp3,1,extended
255,676,"A King Picnicking in the Mountains",p255.mp3,1,extended
260,611,"Winged Genius",p260.mp3,1,extended
432,1235,"Luba, Dance Mask",p432.mp3,1,extended
433,4855,"Mangbetu, Vessel in Shape of Female Head",p433.mp3,1,extended
435,4030,"Yombe, Mother and Child",p435.mp3,1,extended
437,1854,"Kongo, Nkisi Nkondi",p437.mp3,1,extended
440,5637,"Bwa, Plank Mask",p440.mp3,1,extended
501,3210,"Diptych with scenes from the life of Christ",p501.mp3,1,extended
705,5747,"Claude Lorrain, Pastoral Landscape",p705.mp3,1,extended
706,1348,"Nicolas Poussin, The Death of Germanicus",p706.mp3,1,extended
709,529,"Rembrandt van Rijn, Lucretia",p709.mp3,1,extended
714,1451,"Paul de Lamerie, Wine cistern",p714.mp3,1,extended
721,1226,"Francisco de Goya, Self-Portrait with Dr. Arrieta",p721.mp3,1,extended
731,53,"Gustave Courbet, Deer in the Forest",p731.mp3,1,extended
740,,"Claude Monet, Grainstack: Sun in the Mist",p740.mp3,1,extended
741,1218,"Vincent van Gogh, Olive Trees",p741.mp3,1,extended
744,601,"Paul Gauguin, Under the Pandanus",p744.mp3,1,extended
765,,"Revere, Tea service",p765.mp3,1,extended
835,31247,"McKim, Mead, White, Model of original scheme for the MIA",p835.mp3,1,extended
870,1270,"Max Beckmann, Blindman's Buff",p870.mp3,1,extended
885,3885,"Bob Thompson, Homage to Nina Simone",p885.mp3,1,extended
703,1341,"Anthony van Dyck, The Betrayal of Christ",p703.mp3,1,extended
723,,"Louis H. Sullivan, Pair of elevator grilles, frieze & over grille",p723.mp3,1,extended
838,,"George Washington Maher, Coffee and Tea Service",p838.mp3,1,extended
159,,"Japanese Porcelain Panel",p159.mp3,1,extended
166,3213,"Yamada Doan, Tiger and Dragon Screen",p166.mp3,1,extended
305,4464,"Title Page from a Buddhist Manuscript",p305.mp3,1,extended
307,4829,"Raja Bikram and the Angels, India",p307.mp3,1,extended
310,67033,"Tanshin, Phoenixes and Paulownia",p310.mp3,1,extended
155,63394,"Kondo Takahiro, Galaxy",p155.mp3,1,extended
156,,"Japanese Lacquer Panel",p156.mp3,1,extended
158,63393,"Zenji, Shining Sea Reflecting on Clouds",p158.mp3,1,extended
160,,"Scenes of Rice Cultivation, Set of 4 Folding Screens",p160.mp3,1,extended
161,5929,"Shimaoka Tatsuzo, Bowl",p161.mp3,1,extended
163,18573,"Sansetsu, Taoist Immortals",p163.mp3,1,extended
169,12948,"Standing Buddha",p169.mp3,1,extended
169,646,"Pair of Bodhisattvas",p169.mp3,1,extended
170,807,"Bodhisattva Kuan-Yin and Flying Apsaras",p170.mp3,1,extended
171,40660,"Nine Dragon Box",p171.mp3,1,extended
171,40663,"Cover of a Chun Box",p171.mp3,1,extended
171,40633,"Octagonal Box",p171.mp3,1,extended
171,5192,"Cosmetic Cabinet",p171.mp3,1,extended
172,60728,"Celestial Horse (2 labels)",p172.mp3,1,extended
173,12088,"Commemorative Gate",p173.mp3,1,extended
175,1500,"Lu, A Poet Contemplating a Waterfall",p175.mp3,1,extended
067,97646,"Ancient Lacquer Ware",p67.mp3,1,extended
187,5790,"Portrait of Confucius",p187.mp3,1,extended
191,887,"Head of the Buddha, Thailand or Cambodia",p191.mp3,1,extended
191,889,"Head of a Buddha, Cambodia",p191.mp3,1,extended
191,1752,"Head from an Image of Vishnu or Deified King, Cambodia",p191.mp3,1,extended
192,4379,"Gowri Shankaram Necklace",p192.mp3,1,extended
193,376,"Shiva Nataraja (Lord of the Dance)",p193.mp3,1,extended
196,5178,"Attendant to the King of Hell",p196.mp3,1,extended
197,,"Korean Celadon Panel",p197.mp3,1,extended
198,,"Ksitigarbha and the Ten Kings of Hell",p198.mp3,1,extended
200,3675,"Pair of Palanquin Hooks",p200.mp3,1,extended
308,2540,"Japan, Landscape, 18th C",p308.mp3,1,extended
308,5613,"Kaioku, Autumn Thoughts on a Garden Landscape",p308.mp3,1,extended
311,3053,"Paul Manship, Flight of Night",p311.mp3,1,extended
312,2570,"Vigee-Le Brun, Portrait of Countess Bucquoi, nee Parr",p312.mp3,1,extended
314,1820,"N.C. Wyeth, Rural Delivery",p314.mp3,1,extended
315,1850,"Vasari, Six Tuscan Poets",p315.mp3,1,extended
328,547,"Master of the Legend of St. Lucy",p328.mp3,1,extended
317,486,"Thomas Sully, Portrait of George Washington",p317.mp3,1,extended
318,1613,"Castiglione, The Immaculate Conception",p318.mp3,1,extended
394,60587,"Dickert, Flintlock Rifle",p394.mp3,1,extended
457,1429,"Derain, St. Paul's Cathedral",p457.mp3,1,extended
451,,"North African Textiles Panel (2 quickstops #'s)",p451.mp3,1,extended
531,109,"Esther & Ahaseurus (15th -18th C European Tapestries overview)",p531.mp3,1,extended
531,521,"End of the Hunt (15th -18th C European Tapestries overview)",p531.mp3,1,extended
522,278,"El Greco, Christ Driving the Money Changers",p522.mp3,1,extended
213,5548,"Tonga Club",p213.mp3,1,extended
203,2138,"Bis Pole, Asmat",p203.mp3,1,extended
219,,"Imperial Portrait of Prince Duo-lo",p219.mp3,1,extended
712,1727,"Portrait of Mlle. Lange as Danaé",p712.mp3,1,extended
301,3520,"Doryphoros",p301.mp3,1,extended
716,5057,"Fecundity Dish",p716.mp3,1,extended
066,,"Art of Tea Ceremony",p66.mp3,1,extended
281,4457,"Yamantaka Sand Mandala",p281.mp3,1,extended
401,97,"Lady Teshat",p401.mp3,1,extended
152,2536,"Amida Buddha, Japan",p152.mp3,1,extended
154,1391,"Japan, Descent of Amida",p154.mp3,1,extended
162,,"Large Jar",p162.mp3,1,extended
174,4729,"Tung Ch'i-Ch'ang, Misty Trees and Mountain Range",p174.mp3,1,extended
199,500,"Bowl, Persia",p199.mp3,1,extended
199,1089,"Bowl Depicting a Seated King, Persia",p199.mp3,1,extended
199,1094,"Bowl Depicting Ladies on Horseback, Persia",p199.mp3,1,extended
202,5752,"Tshuogh, Mortuary Panel",p202.mp3,1,extended
204,5754,"Iatmul, Kundu Drum",p204.mp3,1,extended
205,5750,"Tahiti, Tapa",p205.mp3,1,extended
206,178,"Hawai, Tapa Cloth",p206.mp3,1,extended
211,5788,"The Bodhisattva Kuan-Yin",p211.mp3,1,extended
212,5891,"Rapa Nui (Easter Island), Command Staff",p212.mp3,1,extended
214,5600,"Maori New Zealand, Tekoteko Figure",p214.mp3,1,extended
215,5814,"Folding Roundback Armchair",p215.mp3,1,extended
218,9061,"Standing Screen with Marble Panel",p218.mp3,1,extended
220,827,"Owl-Shaped Tsun (Ritual Wine Vessel)",p220.mp3,1,extended
221,4757,"Cosmetic Case and Mirror Stand",p221.mp3,1,extended
222,5969,"Solomon Islands, Kapkap",p222.mp3,1,extended
231,10020,"Double Gourd-Shaped Ewer",p231.mp3,1,extended
232,5176,"Kuo Tzu-i's Banquet",p232.mp3,1,extended
233,4812,"Ch'aekkori",p233.mp3,1,extended
241,4738,"Parinirvana of the Sakyamuni, the Historic Buddha",p241.mp3,1,extended
250,,"Japanese Woodblock Prints",p250.mp3,1,extended
251,3524,"Jizo, Japan, Kamakura Period",p251.mp3,1,extended
252,4867,"Priest Gyoki, Japan, Edo Period",p252.mp3,1,extended
253,,"Netsuke Panel",p253.mp3,1,extended
256,3216,"Door Panels",p256.mp3,1,extended
257,2991,"Ewer, India",p257.mp3,1,extended
271,5369,"Shiva's Family (Uma-Mahaeshvara)",p271.mp3,1,extended
272,5450,"Cosmic Parsvanatha",p272.mp3,1,extended
291,5160,"Prajnaparamita (Goddess of Transcendence Wisdom)",p291.mp3,1,extended
292,12058,"Enshrined Buddha",p292.mp3,1,extended
302,2613,"Standing Deity",p302.mp3,1,extended
303,209,"Persia, Relief-Carved Fragment from Persepolis",p303.mp3,1,extended
304,198,"Red-Figure Hydria",p304.mp3,1,extended
306,1225,"Manuscript of the Baharistan'",p306.mp3,1,extended
430,5368,"Nok Seated Dignitary",p430.mp3,1,extended
431,1312,"Benin, Tusk",p431.mp3,1,extended
436,5448,"Vigango",p436.mp3,1,extended
438,3778,"Kuba, Yet Belt",p438.mp3,1,extended
441,3862,"Songye, Male Power Figure",p441.mp3,1,extended
442,5773,"Swahili, Door",p442.mp3,1,extended
443,1937,"Mende, Sierra Leone, Sande Society Mask",p443.mp3,1,extended
444,2032,"Ijaw Nigeria, Duein Fobara (Ekeine Society Memorial Screen)",p444.mp3,1,extended
445,3909,"Asante, Ghana, Akonkromfi",p445.mp3,1,extended
502,1586,"Mariotto di Nardo, The Coronation of the Virgin",p502.mp3,1,extended
520,4035,"Master of Embroidered Foliage, Madonna and Child in a Landscape",p520.mp3,1,extended
525,2226,"Tazza",p525.mp3,1,extended
601,3384,"Scenes of Plains Indian Life (Elk Hide)",p601.mp3,1,extended
602,2227,"Haida, Chief's Rattle",p602.mp3,1,extended
605,,"Woodlands Panel",p605.mp3,1,extended
609,,"Chimu, Ear Spools",p609.mp3,1,extended
611,2866,"Inuit, Mask",p611.mp3,1,extended
